text,sentimen
"Musik ini tidak terlalu memengaruhi suasana hati saya dan saya tetap netral. This music doesn't really affect my mood and I remain neutral.",netral
"Lagu ini sangat menyentuh hati. This song really touches my heart.",positif
"Saya benci lagu ini, terlalu berisik. I hate this song, it's too noisy.",negatif
"Musik ini biasa saja, tidak ada yang spesial. This music is just okay, nothing special.",netral
"Melodi yang indah dan lirik yang bermakna. Beautiful melody and meaningful lyrics.",positif
"Vokalnya sangat buruk, membuat saya sakit kepala. The vocals are terrible, giving me a headache.",negatif
"Saya tidak punya perasaan khusus tentang lagu ini. I don't have any special feelings about this song.",netral
"Lagu ini membuat saya ingin menari! This song makes me want to dance!",positif
"Ritme yang membosankan dan repetitif. Boring and repetitive rhythm.",negatif
"Musik latar yang bagus untuk belajar. Good background music for studying.",netral
"Saya sangat terkesan dengan aransemen musiknya. I am very impressed with the musical arrangement.",positif
"Lagu ini terlalu sentimental dan membuat saya sedih. This song is too sentimental and makes me sad.",negatif
"Saya tidak begitu memperhatikan lagu ini. I didn't really pay attention to this song.",netral
"Energi lagu ini sangat membangkitkan semangat. The energy of this song is very uplifting.",positif
"Kualitas suara sangat buruk. The sound quality is very bad.",negatif
"Musik ini cocok untuk bersantai. This music is suitable for relaxing.",netral
"Saya suka sekali dengan beat yang catchy ini. I really like this catchy beat.",positif
"Lagu ini terlalu panjang dan membosankan. This song is too long and boring.",negatif
"Saya tidak tahu lagu ini dari mana. I don't know where this song came from.",netral
"Liriknya sangat puitis dan indah. The lyrics are very poetic and beautiful.",positif
"Saya tidak mengerti liriknya sama sekali. I don't understand the lyrics at all.",negatif
"Musik ini cukup menghibur. This music is quite entertaining.",netral
"Saya merasa sangat bahagia mendengarkan lagu ini. I feel very happy listening to this song.",positif
"Lagu ini membuat saya merasa cemas. This song makes me feel anxious.",negatif
"Saya tidak punya opini tentang lagu ini. I don't have an opinion about this song.",netral
"Instrumentasi yang luar biasa dan kreatif. Amazing and creative instrumentation.",positif
"Lagu ini terlalu komersial dan tidak orisinal. This song is too commercial and not original.",negatif
"Musik ini tidak terlalu menarik perhatian saya. This music doesn't really grab my attention.",netral
"Saya sangat menikmati melodi yang menenangkan ini. I really enjoy this soothing melody.",positif
"Lagu ini terlalu keras dan mengganggu. This song is too loud and disturbing.",negatif
"Saya tidak merasa terhubung dengan lagu ini. I don't feel connected to this song.",netral
"Lagu ini adalah mahakarya yang sesungguhnya. This song is a true masterpiece.",positif
"Saya merasa lagu ini sangat mengecewakan. I feel this song is very disappointing.",negatif
"Musik ini tidak buruk, tapi juga tidak hebat. This music is not bad, but it's not great either.",netral
"Saya suka dengan energi positif dari lagu ini. I like the positive energy of this song.",positif
"Lagu ini membuat saya merasa sedih dan putus asa. This song makes me feel sad and hopeless.",negatif
"Saya tidak punya waktu untuk mendengarkan lagu ini. I don't have time to listen to this song.",netral
"Lagu ini sangat cocok untuk didengarkan saat berkendara. This song is perfect for listening to while driving.",positif
"Saya merasa lagu ini sangat membosankan dan tidak kreatif. I feel this song is very boring and uncreative.",negatif
"Musik ini tidak terlalu penting bagi saya. This music is not very important to me.",netral
"Saya sangat terinspirasi oleh lirik lagu ini. I am very inspired by the lyrics of this song.",positif
"Lagu ini membuat saya merasa marah dan frustrasi. This song makes me feel angry and frustrated.",negatif
"Saya tidak punya komentar tentang lagu ini. I have no comment on this song.",netral
"Lagu ini adalah favorit saya sepanjang masa. This song is my all-time favorite.",positif
"Saya merasa lagu ini sangat tidak enak didengar. I feel this song is very unpleasant to listen to.",negatif
"Musik ini tidak terlalu menonjol bagi saya. This music doesn't really stand out to me.",netral
"Saya suka dengan suara yang unik dari penyanyi ini. I like the unique voice of this singer.",positif
"Lagu ini membuat saya merasa tidak nyaman. This song makes me feel uncomfortable.",negatif
"Saya tidak punya preferensi khusus untuk lagu ini. I don't have any particular preference for this song.",netral
"Lagu ini sangat cocok untuk bersantai di pantai. This song is perfect for relaxing on the beach.",positif
"Saya merasa lagu ini sangat membosankan dan tidak menarik. I feel this song is very boring and uninteresting.",negatif
"Musik ini tidak terlalu relevan bagi saya. This music is not very relevant to me.",netral
"Saya sangat menghargai pesan positif dari lagu ini. I really appreciate the positive message of this song.",positif
"Lagu ini membuat saya merasa tertekan dan cemas. This song makes me feel stressed and anxious.",negatif
"Saya tidak punya keinginan untuk mendengarkan lagu ini lagi. I don't have the desire to listen to this song again.",netral
"Lagu ini sangat cocok untuk didengarkan saat berolahraga. This song is perfect for listening to while exercising.",positif
"Saya merasa lagu ini sangat tidak profesional. I feel this song is very unprofessional.",negatif
"Musik ini tidak terlalu memengaruhi saya. This music doesn't really affect me.",netral
"Saya suka dengan aransemen musik yang inovatif ini. I like this innovative musical arrangement.",positif
"Lagu ini membuat saya merasa sedih dan kesepian. This song makes me feel sad and lonely.",negatif
"Saya tidak punya pendapat yang kuat tentang lagu ini. I don't have a strong opinion about this song.",netral
"Lagu ini sangat cocok untuk didengarkan saat belajar. This song is perfect for listening to while studying.",positif
"Saya merasa lagu ini sangat tidak berkualitas. I feel this song is very low quality.",negatif
"Musik ini tidak terlalu berkesan bagi saya. This music is not very memorable to me.",netral
"Saya suka dengan energi yang membangkitkan semangat dari lagu ini. I like the uplifting energy of this song.",positif
"Lagu ini membuat saya merasa marah dan kesal. This song makes me feel angry and annoyed.",negatif
"Saya tidak punya waktu untuk memikirkan lagu ini. I don't have time to think about this song.",netral
"Lagu ini sangat cocok untuk didengarkan saat berkumpul dengan teman. This song is perfect for listening to while hanging out with friends.",positif
"Saya merasa lagu ini sangat tidak orisinal. I feel this song is very unoriginal.",negatif
"Musik ini tidak terlalu penting dalam hidup saya. This music is not very important in my life.",netral
"Saya sangat terkesan dengan vokal yang kuat dari penyanyi ini. I am very impressed with the powerful vocals of this singer.",positif
"Lagu ini membuat saya merasa tidak nyaman dan terganggu. This song makes me feel uncomfortable and disturbed.",negatif
"Saya tidak punya minat untuk mendengarkan lagu ini. I have no interest in listening to this song.",netral
"Lagu ini sangat cocok untuk didengarkan saat bepergian. This song is perfect for listening to while traveling.",positif
"Saya merasa lagu ini sangat tidak enak didengar dan menjengkelkan. I feel this song is very unpleasant to listen to and irritating.",negatif
"Musik ini tidak terlalu menarik bagi saya. This music is not very appealing to me.",netral
"Saya suka dengan melodi yang indah dan menenangkan dari lagu ini. I like the beautiful and soothing melody of this song.",positif
"Lagu ini membuat saya merasa putus asa dan kehilangan harapan. This song makes me feel hopeless and despairing.",negatif
"Saya tidak punya waktu untuk membuang-buang waktu dengan lagu ini. I don't have time to waste time with this song.",netral
"Lagu ini sangat cocok untuk didengarkan saat bersantai di rumah. This song is perfect for listening to while relaxing at home.",positif
"Saya merasa lagu ini sangat tidak kreatif dan membosankan. I feel this song is very uncreative and boring.",negatif
"Musik ini tidak terlalu memengaruhi suasana hati saya. This music doesn't really affect my mood.",netral
"Saya sangat menghargai lirik yang bermakna dari lagu ini. I really appreciate the meaningful lyrics of this song.",positif
"Lagu ini membuat saya merasa cemas dan gelisah. This song makes me feel anxious and restless.",negatif
"Saya tidak punya energi untuk mendengarkan lagu ini. I don't have the energy to listen to this song.",netral
"Lagu ini sangat cocok untuk didengarkan saat bekerja. This song is perfect for listening to while working.",positif
"Saya merasa lagu ini sangat tidak profesional dan tidak terpoles. I feel this song is very unprofessional and unpolished.",negatif
"Musik ini tidak terlalu penting bagi kesejahteraan saya. This music is not very important to my well-being.",netral
"Saya suka dengan beat yang energik dan membuat semangat dari lagu ini. I like the energetic and uplifting beat of this song.",positif
"Lagu ini membuat saya merasa sedih dan terpuruk. This song makes me feel sad and depressed.",negatif
"Saya tidak punya alasan untuk mendengarkan lagu ini. I have no reason to listen to this song.",netral
"Lagu ini sangat cocok untuk didengarkan saat merenung. This song is perfect for listening to while reflecting.",positif
"Saya merasa lagu ini sangat tidak enak didengar dan membuat mual. I feel this song is very unpleasant to listen to and makes me nauseous.",negatif
"Musik ini tidak terlalu relevan dengan minat saya. This music is not very relevant to my interests.",netral
"Saya sangat terinspirasi oleh pesan positif dan harapan dari lagu ini. I am very inspired by the positive message and hope of this song.",positif
"Lagu ini membuat saya merasa marah dan ingin menghancurkan sesuatu. This song makes me feel angry and want to destroy something.",negatif
"Saya tidak punya waktu untuk memikirkan tentang lagu ini. I don't have time to think about this song.",netral
